"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
230000,2,3,1,32,0,0,0,0,0,0,195330,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,0
210000,2,1,1,46,-1,-1,-1,-1,-1,-1,110163,41986,21874,20076,16171,586,41275,21874,20076,16171,586,19777,0
1e+05,2,2,2,25,2,0,0,0,0,0,70820,71678,70125,69856,69718,51365,3470,2092,2000,2127,1960,1559,1
280000,1,1,2,33,-1,-1,-1,-1,-1,-1,899,898,325,898,325,-339603,897,325,898,325,0,345293,1
50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,2,1,43,3,2,2,2,2,2,1706,2610,1914,2182,2000,2566,1099,0,300,0,600,0,0
10000,1,2,2,27,0,0,2,0,0,0,7026,10227,9560,9901,9963,10182,3506,0,500,370,393,700,1
130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0
2e+05,1,1,2,31,0,0,0,0,0,0,194670,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,0
110000,2,2,1,29,-1,-1,-1,-1,-1,-1,1685,657,2179,1423,0,1820,652,2319,1423,0,1820,2496,0
210000,2,2,1,36,0,0,0,0,0,0,143376,142996,144415,148190,147993,131629,6496,5082,6000,5900,4544,4700,0
280000,2,1,1,36,0,0,0,0,0,0,59063,60788,63225,29701,30172,30771,2762,3463,1300,1100,1100,2000,0
3e+05,1,1,2,34,1,-2,-1,0,-1,-1,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,1
1e+05,1,2,2,37,0,0,0,0,0,0,99036,98222,67185,66926,66796,64513,3483,2332,2314,2365,2497,2305,0
440000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,162000,0,0
50000,2,3,1,40,0,0,0,0,0,0,49964,51213,12104,12898,13687,14458,2393,1206,1000,1000,1000,1000,0
110000,2,2,2,26,-2,-2,-2,-2,-2,-2,436,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,0
5e+05,2,2,1,36,-1,-1,-1,-1,-1,-1,10480,23956,0,8500,4590,0,24030,0,8500,4590,0,0,0
3e+05,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215,0,0,0,0,5215,0,0,0,0,0,0
30000,1,3,1,55,2,2,2,3,3,4,9730,10613,11339,12841,13836,14514,1198,1200,2000,1500,1500,1500,1
60000,2,1,2,27,-1,-1,-1,-1,-1,-1,20831,13801,14366,4889,273,11736,13829,14583,4889,273,13557,0,0
20000,1,1,2,40,0,0,0,2,0,0,10920,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,0
1e+05,1,1,2,27,0,0,0,0,0,0,55664,52557,33415,28776,17580,6441,1629,1286,200,645,909,200,0
60000,1,2,2,23,0,0,0,0,0,0,49531,33282,34312,17277,17808,19346,1971,2000,618,809,2000,616,1
110000,2,2,2,36,0,0,0,0,0,0,47834,48947,50330,50894,52175,53652,2195,2500,2000,2100,2500,2200,0
260000,2,3,1,53,1,-1,-1,-2,-2,-1,0,165,526,452,397,485,162,526,452,397,485,459,0
50000,2,3,1,46,3,2,2,0,0,0,48533,50955,29516,29742,29898,24883,3750,1,1070,1030,863,654,0
180000,1,2,2,29,1,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
110000,1,2,2,29,1,2,2,0,0,0,58389,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,1
340000,2,1,2,27,0,0,0,0,0,0,172271,180140,166281,155628,145645,103263,21041,5461,5000,5849,2732,50000,0
50000,1,2,2,24,-1,0,0,0,0,0,1400,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,0
230000,2,2,1,28,0,0,0,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,1
360000,2,2,2,32,0,0,0,0,0,0,93005,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,0
210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0
220000,2,2,1,41,-1,2,2,-1,2,-1,643,650,325,950,475,325,323,0,950,0,325,325,1
150000,1,1,1,40,2,2,2,2,2,2,99876,102586,100064,104975,107147,109428,5200,0,8100,4000,4200,4200,0
2e+05,2,2,1,37,1,-1,2,-1,-1,-1,-191,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,1
130000,2,2,2,40,0,0,2,0,0,0,9589,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,1
60000,2,1,2,28,1,2,0,0,0,0,10515,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,0
4e+05,2,2,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,1600,78388,0,0,0,1600,78388,0,0
260000,2,1,2,30,0,0,0,0,0,0,157107,160246,159988,158114,158762,159108,10000,8000,6000,7000,7000,6000,0
50000,2,2,1,31,0,0,0,0,0,0,46476,47716,49675,30929,30078,29170,1971,4406,1061,1073,1046,1047,1
110000,2,1,2,34,-1,-1,0,-1,-1,-1,880,6531,6313,1100,1330,830,6892,5037,1100,1330,3800,2037,0
240000,2,2,2,30,-2,-2,-2,-2,-2,-2,88,92,92,0,92,0,82,92,0,92,0,1883,0
50000,1,2,2,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0
2e+05,2,1,2,29,-1,2,-1,-1,-1,2,2389,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000,0
180000,1,1,1,39,0,0,-1,0,0,-1,273430,281713,242063,122295,-1005,1005,10989,145000,26000,0,101005,1898,0
180000,2,1,2,26,0,0,0,0,0,0,145445,138232,130553,105894,108248,106517,5457,5051,3835,4106,4250,4028,0
160000,2,1,2,29,-1,-1,-2,-1,0,0,3105,-707,-2697,2303,6182,1654,0,0,5000,5000,1500,13000,0
1e+05,2,2,2,26,-1,-1,-1,0,0,0,1377,4192,4159,3542,1980,3980,4210,4159,1000,1080,2000,1525,0
50000,2,2,2,29,0,0,0,0,0,0,47104,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000,1
140000,2,2,2,31,0,0,0,0,0,0,138009,137950,140254,139679,141748,142174,6599,6500,5100,5300,6000,5000,0
30000,2,2,2,26,0,0,0,0,0,0,17884,19012,20123,20222,20796,19844,1413,1522,621,795,715,1000,1
90000,1,1,2,26,0,0,-1,0,0,-1,39212,20473,1940,1940,0,23101,1543,4200,0,0,23101,3000,0
80000,2,2,2,43,0,0,0,0,0,0,77086,78102,58501,51042,19036,19414,3181,2600,3000,1691,695,882,0
50000,1,3,1,58,2,2,2,0,0,2,15879,18720,18122,18530,19089,18856,3399,0,1000,1001,634,638,0
180000,1,2,1,45,-1,0,0,0,0,0,27681,28422,29650,29981,30419,31127,1479,2000,1100,1200,1500,1500,1
240000,2,2,2,26,0,0,0,0,0,0,141346,128940,124226,113133,113966,103360,6370,5834,3870,4000,3825,3520,0
370000,1,2,2,34,0,0,0,0,0,0,193650,179206,193992,174675,171253,169121,9003,35000,5000,6000,5000,4400,0
5e+05,2,2,2,23,4,3,2,0,0,0,506515,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,1
50000,1,2,2,32,4,3,2,0,0,0,45743,44741,43562,44039,45008,25775,0,0,1262,1358,1275,1590,0
110000,1,1,1,40,1,-2,-1,0,-1,-1,0,0,2066,2000,216,216,0,2066,0,216,216,66,1
230000,2,1,2,35,-2,-2,-2,-2,-2,-2,769,300,399,665,576,613,299,399,665,576,613,520,0
330000,2,2,1,56,1,-1,-1,-2,-1,-1,-10,1520,1488,0,3965,8676,1530,1507,0,3965,8676,384,0
50000,2,2,1,61,0,0,0,0,0,0,47222,49396,50476,23319,23171,24774,3000,2237,975,1000,2000,1039,0
10000,1,2,2,24,-1,2,2,2,0,0,2880,1923,2989,2813,2008,2132,0,1500,0,0,150,0,0
3e+05,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,2,2,1,32,3,2,0,0,0,0,20612,20010,19703,11084,10918,10985,0,1168,384,390,632,616,1
180000,1,2,1,36,2,2,-2,-2,-2,-2,83415,0,0,0,0,0,0,0,0,0,0,0,1
160000,1,1,2,30,-1,-1,-1,-1,-1,-1,100,2977,15086,8578,13028,21712,2978,15086,9123,13028,29712,50000,0
90000,2,1,2,34,0,0,0,2,2,2,34263,35089,43449,42451,49718,48767,1641,9000,0,8000,0,2000,0
30000,1,3,3,54,0,0,0,0,0,0,22988,22298,22352,23221,24339,25943,2500,2000,1500,4000,2000,0,0
180000,1,1,1,46,0,0,0,0,0,0,173742,174590,175233,106288,28089,178719,8100,5299,3305,5040,160719,7000,0
140000,2,1,2,28,-1,0,0,-1,-1,-1,10830,14446,7609,4991,3400,3745,14000,3855,4991,3600,5500,4000,0
210000,1,1,2,30,0,0,0,0,0,0,69957,71906,43308,44584,47842,49888,3500,3000,2000,4000,3000,10000,0
50000,1,2,2,31,0,0,0,0,0,0,20498,15129,15093,9577,11139,12487,2000,3000,327,3000,3000,5000,1
130000,2,2,2,29,0,0,0,0,0,0,89129,90780,70947,72367,73875,75355,4190,2575,2600,2674,2701,5750,0
50000,2,2,1,37,2,2,2,0,0,0,1891,3200,3381,3559,1948,2415,1500,400,200,500,500,400,1
80000,1,2,2,25,0,0,0,0,0,-2,22619,31429,27923,25280,0,0,10006,1209,579,0,0,6305,0
80000,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000,0,0,0,0,80284,0,0,0,0,0,0
80000,1,3,1,73,-1,0,0,2,2,2,63150,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,1
150000,1,2,1,43,0,0,0,0,0,0,153655,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,0
260000,1,1,1,30,-1,-1,-1,0,0,-1,1134,291,582,291,0,291,286,582,0,0,130291,651,1
350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,2,2,1,39,1,-1,0,0,0,0,-1213,35918,37297,37154,32581,33316,39032,2000,1130,922,1011,5000,1
3e+05,1,2,1,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620,4398,4013,3011,3000,3001,2653,0
140000,2,2,2,29,0,0,0,0,0,0,20123,17102,18862,19996,21214,21085,3000,3000,3000,3500,2000,2000,0
360000,1,1,1,51,-1,-1,-1,-2,-2,-2,37985,25000,0,0,0,0,25000,0,0,0,0,0,0
140000,2,1,2,27,0,0,0,0,0,0,142357,144105,143952,142590,142650,142620,10000,10000,6000,6000,6000,5600,0
1e+05,1,1,2,38,0,0,0,0,0,0,40821,42653,42351,43011,43011,28947,2500,1200,860,0,579,0,0
50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,848,0,632,0,0,848,0,632,0,0
210000,2,2,1,30,0,0,0,0,0,0,104503,106134,108423,91143,82733,74125,4000,5000,3500,3000,2700,5000,0
60000,2,3,3,42,0,0,0,0,0,0,41408,29091,28097,28665,28768,29064,1489,1394,962,1500,2541,2000,0
150000,1,1,2,41,-1,-1,-1,-1,-1,2,1459,2084,384,0,2344,822,2094,384,0,2344,0,472,1
30000,1,2,1,48,0,0,0,0,0,0,27866,28870,27806,25142,25667,26179,1777,1710,1046,1079,1089,2244,0
160000,2,1,2,29,2,2,2,2,2,2,160432,163916,159676,166893,170098,153800,7492,0,11558,5800,0,5654,1
2e+05,1,1,1,52,-2,-2,-2,-2,-2,-2,3856,2690,3410,0,0,82150,2690,3487,0,0,85900,396,0
320000,2,1,2,27,0,0,0,0,0,0,55664,62893,59001,61565,59508,66541,11381,8232,10450,9697,16477,11341,0
60000,2,1,2,23,1,2,2,2,2,2,29311,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1
2e+05,2,1,1,38,-1,-1,-2,-1,-1,-2,188,0,0,367,-150,-150,0,0,367,150,0,0,0
230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,0
230000,2,2,2,27,1,2,0,0,0,0,13631,12647,13135,10596,9218,5068,0,1064,423,313,1000,4641,1
470000,2,3,1,41,-2,-2,-2,-2,-2,-2,14885,26665,199960,9033,19371,22593,26943,199982,9033,19371,22593,2000,0
50000,2,3,1,35,-1,-1,-1,-2,-2,-2,22541,5000,0,0,0,0,5000,0,0,0,0,640,0
2e+05,2,1,2,31,-2,-2,-2,-2,-2,-2,7181,14845,1097,0,0,160,17597,1102,0,0,160,1103,0
50000,2,1,2,30,0,0,0,0,0,2,14815,16262,17286,17895,19450,18990,2000,1600,1200,2000,0,1000,0
50000,1,2,1,48,0,0,0,0,0,0,44421,43048,35639,18753,19091,19548,3628,3332,2000,2000,2000,2500,0
260000,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,1,2,24,2,0,0,0,0,2,25244,26354,27710,27959,30002,29371,1500,1800,1007,2500,0,1800,0
440000,2,1,2,29,0,0,0,0,0,0,169867,167199,158520,156977,157963,151936,8049,9021,7013,6013,6028,6010,0
230000,2,2,2,38,-1,-1,-1,-1,-1,-1,10232,2795,1350,371,2980,0,2791,1350,371,2980,0,2213,0
80000,2,2,1,32,-1,-1,-2,-2,-2,-2,11278,0,0,0,0,0,0,0,0,0,0,0,0
20000,2,3,2,49,2,2,2,2,0,0,9536,12081,13087,12583,15327,16414,3000,1500,0,3123,1500,1000,1
170000,2,1,2,31,-1,-1,-1,-1,0,-1,194,199,199,398,199,199,200,199,398,0,199,398,1
70000,1,1,2,27,0,0,0,0,0,0,70096,68536,66601,29401,28949,29795,3600,1646,600,28468,1327,1000,0
210000,2,2,2,33,0,0,0,0,0,0,211775,177946,119362,117766,68791,66167,6000,4500,5000,3000,3000,3000,0
110000,2,1,2,29,0,0,0,0,0,0,48119,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,0
360000,1,3,1,55,0,0,-1,-1,-1,-2,9183,8485,17231,1770,0,0,6012,17454,1775,0,0,0,0
260000,2,2,1,32,1,2,2,2,2,2,234825,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,1
60000,2,1,2,27,-1,-1,-2,-1,2,-1,14034,0,0,300,150,150,0,0,300,0,150,200,0
110000,1,3,1,37,0,0,0,0,0,0,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,0
50000,2,1,1,25,0,0,0,0,0,0,51044,50231,46677,44982,21399,20859,2500,3008,1000,761,800,704,0
80000,2,1,2,23,0,0,0,0,0,0,77086,73281,57806,37642,46235,47110,3209,1600,956,40000,1800,1700,1
50000,1,2,2,23,-1,-1,-1,-1,0,0,349,350,400,1695,12645,12584,345,400,1695,11300,485,2400,0
1e+05,1,1,2,32,0,0,0,0,2,2,83707,85586,87289,91451,93381,89522,4000,4037,6500,3500,0,3200,0
30000,2,1,2,26,1,-2,-1,-1,-1,-1,0,0,945,0,197,2995,0,945,0,197,2995,0,0
2e+05,2,1,2,27,0,0,0,0,0,0,122423,124653,126355,114881,117213,124793,5704,5930,4000,4003,10033,4400,0
240000,1,1,2,44,0,0,0,0,0,0,245969,231443,234557,200643,194410,198857,12022,9010,7400,8000,8000,7000,1
220000,1,2,2,34,0,0,0,0,0,0,37283,33304,29254,24875,20329,15602,1599,1500,1100,1000,600,500,0
160000,2,1,2,28,0,0,0,0,0,0,146480,107604,89902,90983,82255,83988,4495,4400,3000,2400,2500,2500,0
140000,2,3,1,30,0,0,0,2,0,0,96304,98007,82227,65000,60848,58880,4501,12906,0,2210,2300,5200,0
370000,1,1,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
590000,1,1,1,53,2,2,0,0,0,0,468749,458862,469703,447130,440982,434715,0,18000,16000,16000,21000,20000,1
260000,1,2,2,37,0,0,0,-1,0,0,256324,262736,36638,122388,127402,131074,14000,5022,130000,7000,6000,6000,0
2e+05,2,1,2,26,0,0,-2,-2,-2,-2,156454,179,1443,1443,1443,871,182,1443,1443,1443,871,2015,0
130000,1,3,2,39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,0
230000,2,2,1,41,-1,-1,-1,-1,-1,-1,816,18163,5473,8162,6985,9130,18035,5654,12887,6985,9130,6554,0
70000,1,2,1,48,0,0,0,0,0,-1,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,1
180000,2,2,1,38,0,0,0,0,0,0,152197,151651,159019,123022,126075,126219,5660,10372,5000,5000,5000,5000,0
80000,2,2,1,36,-1,-1,-1,-1,-1,-1,1685,8638,5702,2980,1260,7868,8628,5723,2980,1260,7868,2198,0
280000,2,2,2,26,0,0,0,-1,-1,0,20831,99860,100000,3015,23473,1448,80284,3000,3015,23473,1148,4900,0
230000,2,1,2,28,0,0,0,0,0,0,30117,131255,110503,99283,97599,96116,120041,8034,3013,4010,5882,3000,0
170000,2,3,3,56,1,-2,-1,-1,-2,-1,0,0,1991,0,0,150,0,1991,0,0,150,614,0
230000,1,1,1,59,-1,0,0,0,0,0,209164,206331,203813,201331,198999,191671,7540,7277,7100,7120,6844,6945,1
220000,1,1,2,38,0,0,0,0,0,0,213236,211043,212759,218541,167743,165300,8913,7500,9000,6729,6000,7009,1
230000,1,2,2,32,0,0,0,0,0,0,28114,28006,25000,22046,19860,19831,1610,1224,655,627,620,500,0
5e+05,1,2,1,38,0,0,0,-1,0,0,59366,49677,49515,42568,48268,51481,10023,7241,50091,25000,5078,2132,0
90000,2,1,1,41,-1,-1,-1,-1,-1,-1,6168,3274,6190,307,2870,670,3280,6246,307,2870,670,1362,0
380000,2,3,2,35,0,0,0,0,0,0,358581,363325,373181,252195,257496,263018,13829,16525,8893,9229,10000,9435,1
60000,1,3,1,38,1,2,2,0,0,2,29311,30321,31018,32193,34213,35002,1799,1500,2000,2700,1500,0,0
120000,2,2,1,32,-1,-1,-1,-1,-1,-1,4148,2682,0,6440,0,5930,2680,0,6440,0,5930,5120,0
60000,2,2,2,29,0,0,0,0,0,0,27186,28358,28937,29614,30391,23159,1900,1400,1000,1100,1000,420,0
50000,1,1,2,44,0,0,0,0,0,0,50863,28527,29241,28513,29106,29638,1799,1500,1200,1203,1166,1000,0
70000,2,2,1,37,0,0,0,2,0,0,66831,68200,72972,71248,50610,50809,2519,5950,0,1782,1985,2700,0
240000,2,2,1,40,0,0,0,0,-1,2,44951,137101,90801,0,1069,919,120041,4435,0,1069,0,67619,0
70000,2,2,2,28,0,0,0,0,-1,2,41264,41799,37887,37876,6736,4162,2113,1200,758,6736,0,0,0
90000,1,3,1,48,1,2,2,2,2,2,77760,73317,71334,67009,63228,59378,1700,4000,1600,1600,1500,4086,0
1e+05,2,2,1,43,-1,-1,-1,-1,-1,-1,2480,1709,574,556,2306,2562,1710,574,556,2306,2562,2111,0
180000,1,2,1,31,0,0,0,0,0,0,177116,180633,172914,130139,115494,117465,7600,6303,4137,3502,4027,3517,0
230000,2,1,1,42,-1,-1,-1,-1,-1,-1,6887,15111,13165,0,10500,6992,15155,13165,0,10500,6992,0,0
320000,1,2,1,39,0,0,0,0,0,0,93700,91523,91579,91193,92837,95323,3318,3506,4218,5000,6080,938,0
220000,2,2,1,36,-1,-1,-1,0,-1,-1,396,1648,792,396,396,396,1647,792,0,396,396,792,1
260000,2,1,1,34,-1,-1,-1,-1,-1,-1,16400,6088,4663,3885,4414,2514,6300,4663,4140,4414,2646,7725,0
90000,2,2,2,32,-2,-2,-2,-2,-2,-2,573,0,0,0,0,0,162,0,0,0,0,0,0
30000,2,2,1,43,2,2,2,2,2,0,28695,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,0
260000,1,2,2,30,0,0,0,2,0,0,98531,100980,222102,108724,68500,69174,4000,11900,207,2003,2003,2003,0
170000,2,2,2,28,0,0,-1,-1,-2,-2,28289,17616,308,0,0,0,4000,308,0,0,0,0,0
80000,2,1,1,28,0,0,0,0,0,0,8585,9434,10038,10040,10400,10490,1203,1047,248,408,294,276,1
20000,1,2,2,23,0,0,2,0,0,0,16452,20417,18333,18848,30190,19664,7400,0,820,1025,1113,104,0
240000,2,1,1,49,-1,-1,-2,-1,-1,-1,59,0,0,120,-6,1639,0,0,120,6,1645,0,0
20000,1,1,1,38,0,0,0,2,2,0,15929,17272,20565,20705,20255,19933,1623,3916,750,0,800,850,0
30000,2,2,1,38,0,0,0,0,2,2,20351,21705,22537,24161,25128,24576,2000,1500,2000,1500,0,1200,0
90000,2,2,1,35,1,2,2,2,2,2,23078,22474,28067,27320,31199,30548,0,6000,0,4500,0,2000,0
30000,1,5,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
5e+05,2,2,2,43,-1,-1,-1,0,0,-1,3956,0,285138,249445,222831,200,0,285138,4989,100,200,528666,0
180000,2,2,2,28,0,0,0,0,0,2,42218,38741,36696,35813,37893,34661,2500,2000,1128,2500,0,2000,0
80000,2,2,1,30,0,0,0,0,0,2,21489,13207,13997,10914,10685,5515,1700,1400,200,1000,0,500,0
120000,1,1,2,26,-1,-1,-2,-1,-1,-2,880,0,0,10446,0,0,0,0,10446,0,0,0,0
130000,1,2,1,31,-1,-1,-1,-1,-1,2,1250,1261,1261,1411,930,390,1261,1261,1411,930,0,780,0
120000,2,2,2,35,-1,-1,-1,-1,-1,-1,242,240,240,240,240,240,240,240,240,240,240,240,1
360000,1,1,2,28,-1,-1,-1,-1,-1,-1,20223,52962,3978,1743,2828,50537,53021,3997,1750,2853,51041,3219,0
50000,1,2,2,23,2,2,2,2,2,2,29540,30741,31438,31924,32566,33081,2000,1500,1300,1300,1200,1500,1
20000,2,2,2,23,0,0,2,0,0,0,18351,20259,19534,16467,15746,13246,2893,10,577,430,1017,4,0
1e+05,1,3,1,56,0,0,-1,0,0,0,94384,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,0
70000,1,3,1,32,0,0,0,0,0,0,68725,67629,69188,68392,69884,71284,3055,3300,2610,2750,2750,5500,0
50000,1,2,1,47,0,0,0,0,0,0,13896,16695,21320,18614,19003,19439,3000,5000,2000,618,679,500,0
10000,2,2,2,22,1,2,0,0,0,0,10232,8558,10525,10050,9903,9984,0,2126,390,328,476,1287,0
410000,2,2,2,27,1,-1,0,0,0,0,-57,32991,36465,44310,62408,61420,33548,16000,8700,18775,15000,5350,0
360000,1,1,2,28,-1,-1,-1,0,0,-1,1215,820,64644,125984,106584,125557,390,75720,62520,17000,132200,167000,1
140000,2,2,1,42,0,0,0,0,0,0,111587,112133,69529,70804,70781,66735,6018,3021,5012,5112,3000,5000,1
210000,2,1,2,32,0,0,0,0,0,0,67474,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0
220000,2,2,2,27,-1,-1,-1,-1,-1,-1,1685,13250,433,1831,0,2891,13275,433,1831,0,2891,153504,0
360000,1,1,2,26,1,-2,-2,-2,-1,-1,-8,-8,-8,-8,1677,2600,0,0,0,1685,2613,0,0
50000,1,2,2,23,0,0,0,0,0,0,34606,18552,19334,18165,19322,19575,2833,1200,13000,1500,9000,1000,0
50000,1,2,3,30,0,0,0,0,0,0,97645,49187,17518,17710,18079,18302,2459,1588,780,803,673,637,0
10000,1,2,2,46,0,0,2,2,2,0,4054,6394,6143,6908,6652,6785,2393,0,871,0,244,251,1
1e+05,2,3,1,50,2,0,0,3,3,2,53748,55030,61574,62470,61198,62524,2050,7500,2500,0,2500,2500,1
50000,1,1,2,26,-2,-2,-2,-2,-2,-2,2410,3059,2333,1800,1620,0,3070,2440,1807,2204,0,0,0
60000,1,2,2,25,-1,-1,0,-1,-1,0,476,1675,3630,578,4825,6200,1676,2500,578,4825,2000,2435,0
440000,2,1,2,35,0,0,0,0,0,0,331365,337794,274075,252584,216547,179221,13110,11000,10000,9000,7100,5500,0
120000,1,2,1,44,0,0,0,0,0,0,91857,87939,82094,59105,53442,46775,5425,2847,2066,1919,2200,0,0
50000,2,1,2,52,0,0,0,-2,-1,-1,3256,4166,0,0,318,0,1000,0,0,318,0,0,0
110000,2,2,1,40,1,2,2,2,2,2,92688,90905,95768,97004,99005,101213,600,7300,3700,3700,4000,3800,0
2e+05,2,1,2,38,-1,-1,-2,-2,-1,-1,399,0,0,0,218,270,0,0,0,218,270,317,0
150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,318,0,0,0,0,318,0,0
30000,2,2,1,36,2,3,2,2,0,0,28751,28039,28286,27533,28189,28805,0,1000,0,1100,1100,1500,1
380000,2,1,2,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941,5000,3000,3000,2000,5000,5000,0
220000,2,1,1,41,1,-2,-2,-2,-2,-2,-74,-65,-65,-65,-65,-200,0,0,0,0,0,0,1
160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,28,-1,-1,0,0,0,0,2410,7357,9752,12608,10797,20539,7389,2566,3000,1000,10000,2000,0
120000,1,1,2,27,0,0,0,0,0,0,52358,50473,45087,35424,31760,31214,5023,5000,5000,4000,5000,3500,0
50000,1,1,1,56,0,0,0,0,0,0,50713,51073,28185,28842,30399,29977,2500,1500,1100,2000,1500,1017,1
30000,2,2,2,24,-2,-2,-2,-2,-2,-2,35327,36714,37356,38184,38724,37255,2000,1600,1401,1607,1800,1751,0
630000,2,2,1,47,0,0,0,-1,-1,-2,37794,68187,1207,2632,8654,0,37907,1207,2632,8654,0,4981,0
160000,2,1,1,33,-2,-2,-2,-2,-2,-2,5225,5393,1824,350,150,199,5400,1829,350,150,199,1145,0
110000,2,2,2,32,0,0,2,2,2,2,65299,74565,78516,79829,81603,83206,10989,5800,3200,3200,3100,3000,0
20000,1,2,2,29,0,0,0,-2,-2,-2,17231,18419,0,0,0,0,2055,0,0,0,0,0,0
210000,2,3,1,53,0,0,0,0,0,0,57214,58472,59658,60466,61593,65163,2791,2753,2400,2255,4767,0,0
260000,1,1,2,34,-1,-1,0,-1,-1,-1,5766,12006,15736,6621,2457,14923,12005,5736,6621,2457,14923,1712,0
360000,2,2,2,52,-2,-2,-2,-2,-2,-2,643,2113,-6,999,944,-3,2231,0,1005,948,0,789,0
60000,2,2,1,42,-1,-1,-1,-1,-1,-1,628,2790,1758,416,416,3640,2791,1758,416,416,3640,730,0
360000,1,2,2,38,-1,0,0,0,0,0,108300,111201,63146,63723,65108,66078,8005,8004,5000,5000,5000,105700,0
380000,2,1,2,45,2,2,2,-1,2,2,836,155,-1690,4240,3346,2698,0,1693,6940,7,1230,3,0
250000,2,3,2,35,-2,-2,-2,-2,-2,-2,7233,8472,1738,6706,2391,11082,8506,1751,6739,2403,11137,13407,0
90000,2,1,2,24,0,0,0,0,0,0,13139,14526,15482,18219,22737,23387,1599,1500,3000,5000,1020,764,1
260000,2,1,1,40,0,0,0,-2,-2,-2,18761,5706,0,0,0,0,1000,0,0,0,0,0,0
2e+05,2,1,2,29,1,-1,-1,-1,-1,-1,55831,8360,4897,5065,19468,0,8369,4927,5089,19561,0,125,0
50000,2,2,2,23,0,0,0,0,0,0,49828,50364,38429,18815,18305,19013,2038,2766,1690,1000,1000,1000,0
350000,1,1,2,33,-1,-1,-1,-2,-2,-1,10874,10478,-22,-22,-22,4532,10547,0,0,0,4554,0,0
160000,2,2,2,60,-2,-1,-1,0,-1,-1,3135,5156,1089,489,3177,1009,5156,1089,0,3177,1009,0,1
